ResourceName,ResourceId,ResourceType,ResourceGroup,Region,EstimatedSavings,RecommendedAction
contoso-demo-web-vm_osdisk_1_1acfd0824c5e494591959430df779bdf,/subscriptions/eca2646b-f770-43f0-8c71-c80e35801b1b/resourcegroups/contoso-demo-rg/providers/microsoft.compute/disks/contoso-demo-web-vm_osdisk_1_1acfd0824c5e494591959430df779bdf,microsoft.compute/disks,contoso-demo-rg,,,Change tier from 'E10 LRS Disk' to 'S10 LRS Disk'
